Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);C. harengus TL [mm];C. harengus [#];Sex;Sal (PSU);Temp [Â°C] (at surface);Comment;# number before extrapolation
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;50;2;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;55;6;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;60;11;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;65;7;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;70;7;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;75;1;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;80;2;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;90;5;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;100;1;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;105;1;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;110;1;;;5,9;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;60;1;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;70;2;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;75;8;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;80;14;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;85;10;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;90;11;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;95;1;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;105;2;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;110;1;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;115;1;;;5,5;;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;125;1;;;5,5;;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;50;1;;;6,5;;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;55;6;;;6,5;;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;60;49;;;6,5;;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;65;21;;;6,5;;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;70;7;;;6,5;;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;75;1;;;6,5;;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;95;1;;;6,5;;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;230;1;;;6,5;;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;85;1;;;8,5;;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;90;1;;;9;;
Sylt-1 trawl 4;55,05685;8,43225;55,05415;8,444933;15,7;14,5;2007-04-10T10:45;2007-04-10T11:00;Pelagic;;;85;1;;;9;;
Sylt-1 trawl 4;55,05685;8,43225;55,05415;8,444933;15,7;14,5;2007-04-10T10:45;2007-04-10T11:00;Pelagic;;;90;3;;;9;;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;85;1;;;8,5;;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;120;1;;;8,5;;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;11,9;10,9;2007-04-10T13:46;2007-04-10T14:01;Benthic;;;70;1;;;9,4;;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;60;3;;;9,8;;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;75;4;;;9,8;;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;80;2;;;9,8;;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;85;12;;;9,8;;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;90;10;;;9,8;;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;95;2;;;9,8;;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;100;1;;;9,8;;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;110;1;;;9,8;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;65;2;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;70;5;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;75;2;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;80;5;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;85;2;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;90;5;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;95;3;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;100;4;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;110;2;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;120;2;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;125;1;;;9,6;;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;155;1;;;9,6;;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;60;247;;;9,6;;8
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;65;;;;9,6;;4
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;70;;;;9,6;;14
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;75;;;;9,6;;3
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;80;;;;9,6;;8
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;85;;;;9,6;;10
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;90;;;;9,6;;25
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;95;;;;9,6;;5
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;100;;;;9,6;;9
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;105;;;;9,6;;1
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;110;;;;9,6;;1
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;120;;;;9,6;;2
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;990;365;130;;;;9,6;;1
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;70;1;;;13,5;;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;75;1;;;13,5;;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;90;1;;;13,5;;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;115;1;;;13,5;;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;170;1;;;13,5;;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;60;1;;;13,5;;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;543;;60;6;;;13,9;;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;543;;65;3;;;13,9;;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;543;;90;1;;;13,9;;
Sylt-2 trawl 5;55,019283;8,4554;55,0319;8,468083;12,1;11,9;2007-05-07T12:07;2007-05-07T12:12;Pelagic;;;80;1;;;13,9;;
Sylt-2 trawl 5;55,019283;8,4554;55,0319;8,468083;12,1;11,9;2007-05-07T12:07;2007-05-07T12:12;Pelagic;;;90;1;;;13,9;;
Sylt-4 trawl 5;54,9865;8,439667;54,997167;8,43;8,7;8,8;2007-05-07T12:49;2007-05-07T12:54;Benthic;;;45;1;;;14;;
Sylt-4 trawl 5;54,9865;8,439667;54,997167;8,43;8,7;8,8;2007-05-07T12:49;2007-05-07T12:54;Benthic;;;75;1;;;14;;
Sylt-4 trawl 5;54,9865;8,439667;54,997167;8,43;8,7;8,8;2007-05-07T12:49;2007-05-07T12:54;Benthic;;;90;1;;;14;;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;4,6;2007-05-08T09:40;2007-05-08T09:45;Benthic;;;45;1;;;13,4;;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;4,6;2007-05-08T09:40;2007-05-08T09:45;Benthic;;;55;10;;;13,4;;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;4,6;2007-05-08T09:40;2007-05-08T09:45;Benthic;;;60;13;;;13,4;;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;4,6;2007-05-08T09:40;2007-05-08T09:45;Benthic;;;65;20;;;13,4;;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;4,6;2007-05-08T09:40;2007-05-08T09:45;Benthic;;;70;11;;;13,4;;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;4,6;2007-05-08T09:40;2007-05-08T09:45;Benthic;;;75;3;;;13,4;;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,8;3;2007-05-08T10:25;2007-05-08T10:30;Benthic;167;;55;5;;;13,5;;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,8;3;2007-05-08T10:25;2007-05-08T10:30;Benthic;167;;60;2;;;13,5;;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,8;3;2007-05-08T10:25;2007-05-08T10:30;Benthic;167;;65;6;;;13,5;;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,8;3;2007-05-08T10:25;2007-05-08T10:30;Benthic;167;;70;12;;;13,5;;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,8;3;2007-05-08T10:25;2007-05-08T10:30;Benthic;167;;75;21;;;13,5;;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,8;3;2007-05-08T10:25;2007-05-08T10:30;Benthic;167;;80;3;;;13,5;;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,8;3;2007-05-08T10:25;2007-05-08T10:30;Benthic;167;;85;3;;;13,5;;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,8;3;2007-05-08T10:25;2007-05-08T10:30;Benthic;167;;90;2;;;13,5;;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,8;3;2007-05-08T10:25;2007-05-08T10:30;Benthic;167;;95;2;;;13,5;;
Sylt-3 trawl 6;55,028;8,450167;55,037667;8,457;2,4;;2007-06-04T09:21;2007-06-04T09:26;Benthic;29;;155;1;;;16,7;;
Sylt-2 trawl 6;55,036;8,463283;55,0316;8,46875;10,2;8,8;2007-06-04T11:11;2007-06-04T11:26;Benthic;1016;248;45;1290;;;17,2;;20
Sylt-2 trawl 6;55,036;8,463283;55,0316;8,46875;10,2;8,8;2007-06-04T11:11;2007-06-04T11:26;Benthic;1016;248;50;;;;17,2;;194
Sylt-2 trawl 6;55,036;8,463283;55,0316;8,46875;10,2;8,8;2007-06-04T11:11;2007-06-04T11:26;Benthic;1016;248;55;;;;17,2;;97
Sylt-2 trawl 6;55,036;8,463283;55,0316;8,46875;10,2;8,8;2007-06-04T11:11;2007-06-04T11:26;Benthic;1016;248;60;;;;17,2;;3
Sylt-2 trawl 6;55,036;8,463283;55,0316;8,46875;10,2;8,8;2007-06-04T11:11;2007-06-04T11:26;Benthic;1016;248;85;;;;17,2;;1
Sylt-2 trawl 6;55,019283;8,4554;55,0319;8,468083;10,2;11;2007-06-04T11:50;2007-06-04T12:05;Pelagic;;76;70;1;;;17,2;;
Sylt-2 trawl 6;55,019283;8,4554;55,0319;8,468083;10,2;11;2007-06-04T11:50;2007-06-04T12:05;Pelagic;;76;75;2;;;17,2;;
Sylt-2 trawl 6;55,019283;8,4554;55,0319;8,468083;10,2;11;2007-06-04T11:50;2007-06-04T12:05;Pelagic;;76;80;3;;;17,2;;
Sylt-2 trawl 6;55,019283;8,4554;55,0319;8,468083;10,2;11;2007-06-04T11:50;2007-06-04T12:05;Pelagic;;76;85;3;;;17,2;;
Sylt-2 trawl 6;55,019283;8,4554;55,0319;8,468083;10,2;11;2007-06-04T11:50;2007-06-04T12:05;Pelagic;;76;90;1;;;17,2;;
Sylt-2 trawl 6;55,019283;8,4554;55,0319;8,468083;10,2;11;2007-06-04T11:50;2007-06-04T12:05;Pelagic;;76;100;5;;;17,2;;
Sylt-4 trawl 6;54,9865;8,439667;54,997167;8,43;11,9;8,8;2007-06-04T12:37;2007-06-04T12:52;Benthic;;;80;1;;;17,9;;
Sylt-5 trawl 6;54,998667;8,427833;54,9925;8,426;4,6;1,5;2007-06-05T09:04;2007-06-05T09:20;Benthic;;;75;1;;;17,1;;
Sylt-5 trawl 6;54,998667;8,427833;54,9925;8,426;4,6;1,5;2007-06-05T09:04;2007-06-05T09:20;Benthic;;;90;2;;;17,1;;
Sylt-5 trawl 6;54,998667;8,427833;54,9925;8,426;4,6;1,5;2007-06-05T09:04;2007-06-05T09:20;Benthic;;;100;2;;;17,1;;
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;65;748;;;18,4;;1
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;70;;;;18,4;;2
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;75;;;;18,4;;2
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;80;;;;18,4;;11
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;85;;;;18,4;;32
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;90;;;;18,4;;25
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;95;;;;18,4;;19
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;105;;;;18,4;;3
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;110;;;;18,4;;1
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;160;;;;18,4;;1
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;165;;;;18,4;;1
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,6;2;2007-06-05T10:11;2007-06-05T10:26;Benthic;3980;532;180;;;;18,4;;2
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;6,8;6,9;2007-06-05T10:51;2007-06-05T11:06;Benthic;;;80;5;;;18,9;;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;6,8;6,9;2007-06-05T10:51;2007-06-05T11:06;Benthic;;;85;7;;;18,9;;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;6,8;6,9;2007-06-05T10:51;2007-06-05T11:06;Benthic;;;90;16;;;18,9;;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;6,8;6,9;2007-06-05T10:51;2007-06-05T11:06;Benthic;;;95;6;;;18,9;;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;6,8;6,9;2007-06-05T10:51;2007-06-05T11:06;Benthic;;;100;6;;;18,9;;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;6,8;6,9;2007-06-05T10:51;2007-06-05T11:06;Benthic;;;110;2;;;18,9;;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;6,8;6,9;2007-06-05T10:51;2007-06-05T11:06;Benthic;;;120;2;;;18,9;;
Sylt-6 trawl 6;54,931667;8,394833;54,944;8,4145;5,7;4,7;2007-06-05T11:27;2007-06-05T11:42;Pelagic;2102;437;70;10;;;19,4;;1
Sylt-6 trawl 6;54,931667;8,394833;54,944;8,4145;5,7;4,7;2007-06-05T11:27;2007-06-05T11:42;Pelagic;2102;437;85;;;;19,4;;1
Sylt-3 trawl 7;55,028;8,450167;55,037667;8,457;1,5;2,1;2007-07-02T09:22;2007-07-02T09:37;Benthic;2078;314;60;913;;;15,9;;2
Sylt-3 trawl 7;55,028;8,450167;55,037667;8,457;1,5;2,1;2007-07-02T09:22;2007-07-02T09:37;Benthic;2078;314;65;;;;15,9;;34
Sylt-3 trawl 7;55,028;8,450167;55,037667;8,457;1,5;2,1;2007-07-02T09:22;2007-07-02T09:37;Benthic;2078;314;70;;;;15,9;;82
Sylt-3 trawl 7;55,028;8,450167;55,037667;8,457;1,5;2,1;2007-07-02T09:22;2007-07-02T09:37;Benthic;2078;314;75;;;;15,9;;17
Sylt-3 trawl 7;55,028;8,450167;55,037667;8,457;1,5;2,1;2007-07-02T09:22;2007-07-02T09:37;Benthic;2078;314;80;;;;15,9;;2
Sylt-3 trawl 7;55,028;8,450167;55,037667;8,457;1,5;2,1;2007-07-02T09:22;2007-07-02T09:37;Benthic;2078;314;85;;;;15,9;;1
Sylt-1 trawl 7;55,05555;8,438433;55,0512;8,4534;13,1;9,9;2007-07-02T10:05;2007-07-02T10:20;Benthic;380;;60;2;;;15,8;;
Sylt-1 trawl 7;55,05555;8,438433;55,0512;8,4534;13,1;9,9;2007-07-02T10:05;2007-07-02T10:20;Benthic;380;;65;52;;;15,8;;
Sylt-1 trawl 7;55,05555;8,438433;55,0512;8,4534;13,1;9,9;2007-07-02T10:05;2007-07-02T10:20;Benthic;380;;70;99;;;15,8;;
Sylt-1 trawl 7;55,05555;8,438433;55,0512;8,4534;13,1;9,9;2007-07-02T10:05;2007-07-02T10:20;Benthic;380;;75;19;;;15,8;;
Sylt-1 trawl 7;55,05555;8,438433;55,0512;8,4534;13,1;9,9;2007-07-02T10:05;2007-07-02T10:20;Benthic;380;;80;2;;;15,8;;
Sylt-8 trawl 2;55,065167;8,359333;55,071333;8,334667;18,8;12;2007-07-02T10:49;2007-07-02T11:09;Pelagic;;;65;2;;;15,8;;
Sylt-8 trawl 2;55,065167;8,359333;55,071333;8,334667;18,8;12;2007-07-02T10:49;2007-07-02T11:09;Pelagic;;;70;15;;;15,8;;
Sylt-8 trawl 2;55,065167;8,359333;55,071333;8,334667;18,8;12;2007-07-02T10:49;2007-07-02T11:09;Pelagic;;;75;2;;;15,8;;
Sylt-8 trawl 2;55,065333;8,361333;55,070167;8,342833;9,1;12,7;2007-07-02T11:31;2007-07-02T11:46;Benthic;;;60;7;;;16;;
Sylt-8 trawl 2;55,065333;8,361333;55,070167;8,342833;9,1;12,7;2007-07-02T11:31;2007-07-02T11:46;Benthic;1580;790;65;378;;;16;;84
Sylt-8 trawl 2;55,065333;8,361333;55,070167;8,342833;9,1;12,7;2007-07-02T11:31;2007-07-02T11:46;Benthic;1580;790;70;;;;16;;98
Sylt-8 trawl 2;55,065333;8,361333;55,070167;8,342833;9,1;12,7;2007-07-02T11:31;2007-07-02T11:46;Benthic;1580;790;75;;;;16;;6
Sylt-8 trawl 2;55,065333;8,361333;55,070167;8,342833;9,1;12,7;2007-07-02T11:31;2007-07-02T11:46;Benthic;1580;790;105;;;;16;;1
Sylt-2 trawl 7;55,036;8,463283;55,0316;8,46875;13;10;2007-07-02T12:44;2007-07-02T12:59;Benthic;80;;60;1;;;15,8;;
Sylt-2 trawl 7;55,036;8,463283;55,0316;8,46875;13;10;2007-07-02T12:44;2007-07-02T12:59;Benthic;80;;65;11;;;15,8;;
Sylt-2 trawl 7;55,036;8,463283;55,0316;8,46875;13;10;2007-07-02T12:44;2007-07-02T12:59;Benthic;80;;70;18;;;15,8;;
Sylt-2 trawl 7;55,036;8,463283;55,0316;8,46875;13;10;2007-07-02T12:44;2007-07-02T12:59;Benthic;80;;75;7;;;15,8;;
Sylt-2 trawl 7;55,036;8,463283;55,0316;8,46875;13;10;2007-07-02T12:44;2007-07-02T12:59;Benthic;80;;80;1;;;15,8;;
Sylt-2 trawl 7;55,019283;8,4554;55,0319;8,468083;9,8;9,8;2007-07-02T13:19;2007-07-02T13:34;Pelagic;1580;207;55;1045,700483;;;15,6;;2
Sylt-2 trawl 7;55,019283;8,4554;55,0319;8,468083;9,8;9,8;2007-07-02T13:19;2007-07-02T13:34;Pelagic;1580;207;60;;;;15,6;;34
Sylt-2 trawl 7;55,019283;8,4554;55,0319;8,468083;9,8;9,8;2007-07-02T13:19;2007-07-02T13:34;Pelagic;1580;207;65;;;;15,6;;82
Sylt-2 trawl 7;55,019283;8,4554;55,0319;8,468083;9,8;9,8;2007-07-02T13:19;2007-07-02T13:34;Pelagic;1580;207;70;;;;15,6;;17
Sylt-2 trawl 7;55,019283;8,4554;55,0319;8,468083;9,8;9,8;2007-07-02T13:19;2007-07-02T13:34;Pelagic;1580;207;75;;;;15,6;;2
Sylt-5 trawl 7;54,998667;8,427833;54,9925;8,426;4,6;3,6;2007-07-02T13:54;2007-07-02T13:59;Benthic;350;;50;1;;;15,8;;
Sylt-5 trawl 7;54,998667;8,427833;54,9925;8,426;4,6;3,6;2007-07-02T13:54;2007-07-02T13:59;Benthic;350;;55;2;;;15,8;;
Sylt-5 trawl 7;54,998667;8,427833;54,9925;8,426;4,6;3,6;2007-07-02T13:54;2007-07-02T13:59;Benthic;350;;60;28;;;15,8;;
