Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);S. sprattus TL [mm];S. sprattus [#];Sal (PSU);Temp [Â°C] (at surface);Comment
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;75;4;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;80;2;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;85;2;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;90;1;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;95;2;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;100;6;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;105;2;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;110;3;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;115;1;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;120;1;;5,6;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,2;5,4;2007-03-21T10:36;2007-03-21T10:51;Benthic;;;65;1;;5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,2;5,4;2007-03-21T10:36;2007-03-21T10:51;Benthic;;;90;1;;5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,2;5,4;2007-03-21T10:36;2007-03-21T10:51;Benthic;;;105;1;;5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,2;5,4;2007-03-21T10:36;2007-03-21T10:51;Benthic;;;110;2;;5;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;60;1;;5;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;65;2;;5;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;75;1;;5;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;100;1;;5;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;55;3;;5,9;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;60;12;;5,9;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;65;6;;5,9;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;70;3;;5,9;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;75;2;;5,9;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;80;1;;5,9;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;50;2;;5,9;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;55;11;;5,9;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;60;13;;5,9;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;65;8;;5,9;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;70;6;;5,9;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;75;1;;5,9;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;50;6;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;55;20;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;60;25;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;65;16;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;70;15;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;75;7;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;80;7;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;85;3;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;105;1;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;115;1;;5,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;2,5;3,6;2007-03-22T10:09;2007-03-22T10:24;Benthic;;;120;1;;5,5;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;13,8;10,8;2007-03-27T09:49;2007-03-27T10:04;Benthic;;;55;22;;6,5;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;13,8;10,8;2007-03-27T09:49;2007-03-27T10:04;Benthic;;;60;79;;6,5;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;13,8;10,8;2007-03-27T09:49;2007-03-27T10:04;Benthic;;;65;55;;6,5;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;13,8;10,8;2007-03-27T09:49;2007-03-27T10:04;Benthic;;;70;15;;6,5;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;13,8;10,8;2007-03-27T09:49;2007-03-27T10:04;Benthic;;;75;3;;6,5;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;13,8;10,8;2007-03-27T09:49;2007-03-27T10:04;Benthic;;;90;1;;6,5;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;55;3;;6,5;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;60;41;;6,5;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;65;11;;6,5;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;16,2;10;2007-03-27T10:42;2007-03-27T10:57;Pelagic;;;70;3;;6,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;55;1;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;60;1;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;65;6;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;70;11;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;75;4;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;80;7;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;85;10;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;90;5;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;95;1;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;100;3;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;105;2;;8,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,5;5,1;2007-04-10T09:30;2007-04-10T09:45;Benthic;;;115;1;;8,5;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;50;2;;9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;55;3;;9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;60;34;;9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;65;38;;9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;70;21;;9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;75;5;;9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;80;2;;9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;85;3;;9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;90;1;;9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;13,4;16,7;2007-04-10T10:09;2007-04-10T10:24;Benthic;;;95;1;;9;
Sylt-1 trawl 4;55,05685;8,43225;55,05415;8,444933;15,7;14,5;2007-04-10T10:45;2007-04-10T11:00;Pelagic;;;65;1;;9;
Sylt-2 trawl 4;55,019283;8,4554;55,0319;8,468083;10,9;6,4;2007-04-10T11:27;2007-04-10T11:42;Pelagic;;;60;2;;8,5;jellyfish important: 25 % Mnemiopsis, 75 % Pleurobrachia
Sylt-2 trawl 4;55,019283;8,4554;55,0319;8,468083;10,9;6,4;2007-04-10T11:27;2007-04-10T11:42;Pelagic;;;65;3;;8,5;jellyfish important: 25 % Mnemiopsis, 75 % Pleurobrachia
Sylt-2 trawl 4;55,019283;8,4554;55,0319;8,468083;10,9;6,4;2007-04-10T11:27;2007-04-10T11:42;Pelagic;;;70;2;;8,5;jellyfish important: 25 % Mnemiopsis, 75 % Pleurobrachia
Sylt-2 trawl 4;55,019283;8,4554;55,0319;8,468083;10,9;6,4;2007-04-10T11:27;2007-04-10T11:42;Pelagic;;;75;2;;8,5;jellyfish important: 25 % Mnemiopsis, 75 % Pleurobrachia
Sylt-2 trawl 4;55,019283;8,4554;55,0319;8,468083;10,9;6,4;2007-04-10T11:27;2007-04-10T11:42;Pelagic;;;90;1;;8,5;jellyfish important: 25 % Mnemiopsis, 75 % Pleurobrachia
Sylt-2 trawl 4;55,019283;8,4554;55,0319;8,468083;10,9;6,4;2007-04-10T11:27;2007-04-10T11:42;Pelagic;;;120;1;;8,5;jellyfish important: 25 % Mnemiopsis, 75 % Pleurobrachia
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;60;8;;8,5;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;65;13;;8,5;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;70;7;;8,5;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;75;1;;8,5;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;80;5;;8,5;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;85;1;;8,5;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;90;1;;8,5;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;95;1;;8,5;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;105;1;;8,5;
Sylt-2 trawl 4;55,036;8,463283;55,0316;8,46875;9,9;9,8;2007-04-10T12:13;2007-04-10T12:28;Benthic;;;110;1;;8,5;
Sylt-4 trawl 4;55,000833;8,4315;54,9925;8,4365;10,8;12,3;2007-04-10T13:15;2007-04-10T13:30;Pelagic;;;55;1;;9,4;Mnemiopsis (50% of catch)
Sylt-4 trawl 4;55,000833;8,4315;54,9925;8,4365;10,8;12,3;2007-04-10T13:15;2007-04-10T13:30;Pelagic;;;60;1;;9,4;Mnemiopsis (50% of catch)
Sylt-4 trawl 4;55,000833;8,4315;54,9925;8,4365;10,8;12,3;2007-04-10T13:15;2007-04-10T13:30;Pelagic;;;65;2;;9,4;Mnemiopsis (50% of catch)
Sylt-4 trawl 4;55,000833;8,4315;54,9925;8,4365;10,8;12,3;2007-04-10T13:15;2007-04-10T13:30;Pelagic;;;70;3;;9,4;Mnemiopsis (50% of catch)
Sylt-4 trawl 4;55,000833;8,4315;54,9925;8,4365;10,8;12,3;2007-04-10T13:15;2007-04-10T13:30;Pelagic;;;75;2;;9,4;Mnemiopsis (50% of catch)
Sylt-4 trawl 4;55,000833;8,4315;54,9925;8,4365;10,8;12,3;2007-04-10T13:15;2007-04-10T13:30;Pelagic;;;85;1;;9,4;Mnemiopsis (50% of catch)
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;11,9;10,9;2007-04-10T13:46;2007-04-10T14:01;Benthic;;;50;1;;9,4;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;11,9;10,9;2007-04-10T13:46;2007-04-10T14:01;Benthic;;;55;3;;9,4;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;11,9;10,9;2007-04-10T13:46;2007-04-10T14:01;Benthic;;;60;36;;9,4;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;11,9;10,9;2007-04-10T13:46;2007-04-10T14:01;Benthic;;;65;23;;9,4;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;11,9;10,9;2007-04-10T13:46;2007-04-10T14:01;Benthic;;;70;19;;9,4;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;11,9;10,9;2007-04-10T13:46;2007-04-10T14:01;Benthic;;;75;5;;9,4;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;11,9;10,9;2007-04-10T13:46;2007-04-10T14:01;Benthic;;;90;1;;9,4;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;55;3;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;60;14;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;65;7;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;70;6;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;75;1;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;80;7;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;85;2;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;90;4;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;95;1;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;100;3;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;105;1;;9,2;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;6,4;2,6;2007-04-11T09:34;2007-04-11T09:49;Benthic;;;110;1;;9,2;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;55;7;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;60;51;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;65;48;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;70;37;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;75;17;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;80;16;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;85;18;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;90;14;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;95;5;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;100;5;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;105;7;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;110;6;;9,8;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;2,3;2,8;2007-04-11T10:44;2007-04-11T10:59;Benthic;;;115;2;;9,8;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;60;8;;9,6;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;65;6;;9,6;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;70;8;;9,6;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;75;2;;9,6;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;80;4;;9,6;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;85;1;;9,6;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;90;1;;9,6;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5,2;7,8;2007-04-11T11:18;2007-04-11T11:33;Pelagic;;;110;1;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;60;14;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;65;25;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;70;29;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;75;2;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;80;3;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;85;2;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;90;1;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;95;1;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;100;2;;9,6;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;6,3;7;2007-04-11T11:57;2007-04-11T12:12;Benthic;610;225;120;1;;9,6;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;55;2;;13,5;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;60;6;;13,5;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;65;2;;13,5;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;70;12;;13,5;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;75;2;;13,5;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;80;1;;13,5;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;85;2;;13,5;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;2,2;5,2;2007-05-07T09:27;2007-05-07T09:43;Benthic;;;90;1;;13,5;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;55;;70;1;;13,9;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;55;;75;1;;13,9;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;55;;80;6;;13,9;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;55;;85;7;;13,9;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;55;;90;3;;13,9;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;55;;95;1;;13,9;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;55;;100;1;;13,9;
Sylt-2 trawl 5;55,036;8,463283;55,0316;8,46875;10,2;11,8;2007-05-07T11:42;2007-05-07T11:47;Benthic;55;;105;1;;13,9;
Sylt-2 trawl 5;55,019283;8,4554;55,0319;8,468083;12,1;11,9;2007-05-07T12:07;2007-05-07T12:12;Pelagic;;;80;1;;13,9;
Sylt-2 trawl 5;55,019283;8,4554;55,0319;8,468083;12,1;11,9;2007-05-07T12:07;2007-05-07T12:12;Pelagic;;;85;2;;13,9;
Sylt-2 trawl 5;55,019283;8,4554;55,0319;8,468083;12,1;11,9;2007-05-07T12:07;2007-05-07T12:12;Pelagic;;;90;1;;13,9;
Sylt-4 trawl 5;54,9865;8,439667;54,997167;8,43;8,7;8,8;2007-05-07T12:49;2007-05-07T12:54;Benthic;;;70;1;;14;
Sylt-4 trawl 5;54,9865;8,439667;54,997167;8,43;8,7;8,8;2007-05-07T12:49;2007-05-07T12:54;Benthic;;;75;1;;14;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;4,6;2007-05-08T09:40;2007-05-08T09:45;Benthic;;;65;4;;13,4;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;4,6;2007-05-08T09:40;2007-05-08T09:45;Benthic;;;70;8;;13,4;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;4,6;2007-05-08T09:40;2007-05-08T09:45;Benthic;;;75;21;;13,4;
