Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);O. eperlanus TL [mm];O. eperlanus [#];Sal (PSU);Temp [Â°C] (at surface);
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;140;1;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;150;1;27,6;1,4;
Sylt-3 trawl 2;55,027167;8,447767;55,036567;8,455;1,3;2,9;2011-03-08T09:09;2011-03-08T09:24;Benthic;;;65;1;25,6;0,5;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;12,9;10,8;2011-03-08T09:49;2011-03-08T10:04;Benthic;;;80;3;26,3;0,7;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;12,9;10,8;2011-03-08T09:49;2011-03-08T10:04;Benthic;;;85;1;26,3;0,7;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;12,9;10,8;2011-03-08T09:49;2011-03-08T10:04;Benthic;;;100;1;26,3;0,7;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;12,9;10,8;2011-03-08T09:49;2011-03-08T10:04;Benthic;;;110;2;26,3;0,7;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;12,9;10,8;2011-03-08T09:49;2011-03-08T10:04;Benthic;;;120;1;26,3;0,7;
Sylt-2 trawl 2;55,036;8,46875;55,0316;8,463283;9;6,8;2011-03-08T11:05;2011-03-08T11:20;Benthic;;;65;1;25,4;0,7;
Sylt-2 trawl 2;55,036;8,46875;55,0316;8,463283;9;6,8;2011-03-08T11:05;2011-03-08T11:20;Benthic;;;70;1;25,4;0,7;
Sylt-2 trawl 2;55,036;8,46875;55,0316;8,463283;9;6,8;2011-03-08T11:05;2011-03-08T11:20;Benthic;;;120;1;25,4;0,7;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;14,8;12,1;2011-03-08T12:20;2011-03-08T12:35;Benthic;;;55;1;25,3;0,9;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;14,8;12,1;2011-03-08T12:20;2011-03-08T12:35;Benthic;;;75;1;25,3;0,9;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;14,8;12,1;2011-03-08T12:20;2011-03-08T12:35;Benthic;;;85;2;25,3;0,9;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;14,8;12,1;2011-03-08T12:20;2011-03-08T12:35;Benthic;;;95;1;25,3;0,9;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;13,4;11,3;2011-03-08T12:45;2011-03-08T13:00;Pelagic;;;125;1;25,3;0,9;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;3;1,8;2011-03-09T09:00;2011-03-09T09:15;Benthic;;;50;1;25,8;0,8;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;3;1,8;2011-03-09T09:00;2011-03-09T09:15;Benthic;;;60;1;25,8;0,8;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;3;1,8;2011-03-09T09:00;2011-03-09T09:15;Benthic;;;85;1;25,8;0,8;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;3;1,8;2011-03-09T09:00;2011-03-09T09:15;Benthic;;;90;1;25,8;0,8;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,6;2,2;2011-03-09T09:52;2011-03-09T10:07;Benthic;;;70;1;25,3;0,9;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,6;2,2;2011-03-09T09:52;2011-03-09T10:07;Benthic;;;90;1;25,3;0,9;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;8,5;2011-03-09T10:16;2011-03-09T10:31;Pelagic;;;55;1;25,3;0,9;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;8,5;2011-03-09T10:16;2011-03-09T10:31;Pelagic;;;100;2;25,3;0,9;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;8,5;2011-03-09T10:16;2011-03-09T10:31;Pelagic;;;110;1;25,3;0,9;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;8,5;2011-03-09T10:16;2011-03-09T10:31;Pelagic;;;135;1;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;55;1;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;75;1;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;80;1;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;85;2;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;90;2;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;95;3;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;110;3;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;115;2;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;120;2;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;125;2;25,3;0,9;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;4,9;5,5;2011-03-09T10:52;2011-03-09T11:07;Benthic;;;130;3;25,3;0,9;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,3;5,4;2011-05-17T10:20;2011-05-17T10:35;Benthic;;;115;1;28,1;14;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;5;6,8;2011-06-20T12:39;2011-06-20T12:54;Pelagic;;;180;1;29,4;16,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;120;1;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;125;1;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;130;2;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;135;1;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;140;1;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;145;1;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;155;2;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;160;5;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;165;1;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;170;2;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;180;2;28,4;15,4;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;3;1,5;2011-07-14T09:51;2011-07-14T10:06;Benthic;621;;200;1;28,4;15,4;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,9;6,2;2011-07-14T10:25;2011-07-14T10:40;Benthic;30;;160;1;28,4;15,4;
Sylt-6 trawl 5;54,931667;8,394833;54,944;8,4145;6,1;6,8;2011-07-14T10:57;2011-07-14T11:12;Pelagic;218;34;125;1;28,4;15,4;
Sylt-6 trawl 5;54,931667;8,394833;54,944;8,4145;6,1;6,8;2011-07-14T10:57;2011-07-14T11:12;Pelagic;218;34;150;1;28,4;15,4;
Sylt-5 trawl 7;54,998667;8,427833;54,9925;8,426;8,5;7,7;2011-08-17T08:20;2011-08-17T08:35;Benthic;;;50;1;28,6;16,9;
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;4;2;2011-08-17T09:33;2011-08-17T09:48;Benthic;240;;;;28,6;17;not measured
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;7;4,5;2011-08-17T10:10;2011-08-17T10:25;Benthic;;;40;1;28,6;17;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;7;4,5;2011-08-17T10:10;2011-08-17T10:25;Benthic;;;45;1;28,6;17;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;7;4,5;2011-08-17T10:10;2011-08-17T10:25;Benthic;;;55;1;28,6;17;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;7;4,5;2011-08-17T10:10;2011-08-17T10:25;Benthic;;;140;1;28,6;17;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;7;4,5;2011-08-17T10:10;2011-08-17T10:25;Benthic;;;150;1;28,6;17;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;7;4,5;2011-08-17T10:10;2011-08-17T10:25;Benthic;;;160;2;28,6;17;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;7;4,5;2011-08-17T10:10;2011-08-17T10:25;Benthic;;;175;1;28,6;17;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;7;4,5;2011-08-17T10:10;2011-08-17T10:25;Benthic;;;180;1;28,6;17;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;7;4,5;2011-08-17T10:10;2011-08-17T10:25;Benthic;;;200;2;28,6;17;
Sylt-2 trawl 7;55,036;8,46875;55,0316;8,463283;7;16,2;2011-09-26T10:55;2011-09-26T11:10;Benthic;;;140;1;27,3;14,9;
Sylt-2 trawl 7;55,030667;8,4644;55,01715;8,449767;9,3;11,6;2011-09-26T11:25;2011-09-26T11:40;Pelagic;;;180;1;27,3;14,9;
Sylt-4 trawl 7;54,9865;8,439667;54,997167;8,43;7,5;11,9;2011-09-26T12:08;2011-09-26T12:13;Benthic;;;140;1;27,2;15,1;
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;1,9;1,4;2011-09-28T10:04;2011-09-28T10:19;Benthic;;;150;1;27,9;15,6;
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;1,9;1,4;2011-09-28T10:04;2011-09-28T10:19;Benthic;;;155;1;27,9;15,6;
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;1,9;1,4;2011-09-28T10:04;2011-09-28T10:19;Benthic;;;170;1;27,9;15,6;
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;1,9;1,4;2011-09-28T10:04;2011-09-28T10:19;Benthic;;;180;3;27,9;15,6;
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;1,9;1,4;2011-09-28T10:04;2011-09-28T10:19;Benthic;;;190;2;27,9;15,6;
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;1,9;1,4;2011-09-28T10:04;2011-09-28T10:19;Benthic;;;195;2;27,9;15,6;
Sylt-6 trawl 7;54,932333;8,395167;54,940667;8,405833;5,2;6,3;2011-09-28T11:31;2011-09-28T11:46;Benthic;231;;125;2;28;15,3;
Sylt-6 trawl 7;54,932333;8,395167;54,940667;8,405833;5,2;6,3;2011-09-28T11:31;2011-09-28T11:46;Benthic;231;;130;1;28;15,3;
Sylt-6 trawl 7;54,932333;8,395167;54,940667;8,405833;5,2;6,3;2011-09-28T11:31;2011-09-28T11:46;Benthic;231;;135;2;28;15,3;
Sylt-6 trawl 7;54,932333;8,395167;54,940667;8,405833;5,2;6,3;2011-09-28T11:31;2011-09-28T11:46;Benthic;231;;150;1;28;15,3;
Sylt-6 trawl 7;54,932333;8,395167;54,940667;8,405833;5,2;6,3;2011-09-28T11:31;2011-09-28T11:46;Benthic;231;;155;2;28;15,3;
Sylt-6 trawl 7;54,932333;8,395167;54,940667;8,405833;5,2;6,3;2011-09-28T11:31;2011-09-28T11:46;Benthic;231;;160;1;28;15,3;
Sylt-6 trawl 7;54,932333;8,395167;54,940667;8,405833;5,2;6,3;2011-09-28T11:31;2011-09-28T11:46;Benthic;231;;175;2;28;15,3;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;10,6;11;2011-10-26T11:05;2011-10-26T11:20;Benthic;;;130;1;28,1;9,5;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;10,6;11;2011-10-26T11:05;2011-10-26T11:20;Benthic;;;135;1;28,1;9,5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;5,7;3;2011-10-26T13:18;2011-10-26T13:33;Benthic;;;150;1;27,9;9,4;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;5,7;3;2011-10-26T13:18;2011-10-26T13:33;Benthic;;;200;1;27,9;9,4;
Sylt-4 trawl 8;54,9865;8,439667;54,997167;8,43;6,2;10,4;2011-10-27T09:15;2011-10-27T09:30;Benthic;;;160;1;26,6;8,2;
Sylt-6 trawl 8;54,932333;8,395167;54,940667;8,405833;4,9;5,8;2011-10-27T10:15;2011-10-27T10:30;Benthic;;;140;1;26,9;7,7;
Sylt-6 trawl 8;54,932333;8,395167;54,940667;8,405833;4,9;5,8;2011-10-27T10:15;2011-10-27T10:30;Benthic;;;160;1;26,9;7,7;
Sylt-6 trawl 8;54,932333;8,395167;54,940667;8,405833;4,9;5,8;2011-10-27T10:15;2011-10-27T10:30;Benthic;;;180;1;26,9;7,7;
Sylt-6 trawl 8;54,931667;8,394833;54,944;8,4145;4,8;6,9;2011-10-27T10:40;2011-10-27T10:55;Pelagic;;;205;1;26,9;7,7;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,8;3,8;2011-10-27T12:58;2011-10-27T13:13;Benthic;;;185;2;26,9;9;
Sylt-3 trawl 10;55,027167;8,447767;55,036567;8,455;2;3,8;2011-11-28T09:15;2011-11-28T09:30;Benthic;;;160;1;29;7,7;
Sylt-2 trawl 9;55,036;8,46875;55,0316;8,463283;7,6;7,1;2011-11-28T10:55;2011-11-28T11:00;Benthic;;;105;1;28,5;7,4;
Sylt-2 trawl 9;55,036;8,46875;55,0316;8,463283;7,6;7,1;2011-11-28T10:55;2011-11-28T11:00;Benthic;;;110;1;28,5;7,4;
Sylt-2 trawl 9;55,036;8,46875;55,0316;8,463283;7,6;7,1;2011-11-28T10:55;2011-11-28T11:00;Benthic;;;120;1;28,5;7,4;
Sylt-2 trawl 9;55,036;8,46875;55,0316;8,463283;7,6;7,1;2011-11-28T10:55;2011-11-28T11:00;Benthic;;;130;1;28,5;7,4;
Sylt-2 trawl 9;55,036;8,46875;55,0316;8,463283;7,6;7,1;2011-11-28T10:55;2011-11-28T11:00;Benthic;;;135;1;28,5;7,4;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;5,4;10,2;2011-11-28T12:11;2011-11-28T12:26;Benthic;;;135;1;28,7;7,3;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;5,4;10,2;2011-11-28T12:11;2011-11-28T12:26;Benthic;;;140;1;28,7;7,3;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;4,6;2,5;2011-11-29T08:55;2011-11-29T09:10;Benthic;;;100;1;28,4;7,3;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;4,6;2,5;2011-11-29T08:55;2011-11-29T09:10;Benthic;;;120;1;28,4;7,3;
Sylt-7 trawl 9;54,940833;8,399833;54,948167;8,416333;2,6;2,1;2011-11-29T09:52;2011-11-29T10:07;Benthic;;;130;1;28,8;7,1;
Sylt-6 trawl 9;54,931667;8,394833;54,944;8,4145;4,3;5,8;2011-11-29T10:22;2011-11-29T10:37;Pelagic;;;85;1;28,8;7,1;
Sylt-6 trawl 9;54,931667;8,394833;54,944;8,4145;4,3;5,8;2011-11-29T10:22;2011-11-29T10:37;Pelagic;;;130;1;28,8;7,1;
Sylt-6 trawl 9;54,932333;8,395167;54,940667;8,405833;6,8;4,5;2011-11-29T10:55;2011-11-29T11:10;Benthic;;;125;2;28,8;7,1;
Sylt-6 trawl 9;54,932333;8,395167;54,940667;8,405833;6,8;4,5;2011-11-29T10:55;2011-11-29T11:10;Benthic;;;160;2;28,8;7,1;
Sylt-6 trawl 9;54,932333;8,395167;54,940667;8,405833;6,8;4,5;2011-11-29T10:55;2011-11-29T11:10;Benthic;;;180;1;28,8;7,1;
Sylt-2 trawl 1;55,036;8,4688;55,0316;8,4633;9,6;11,5;2012-01-16T11:15;2012-01-16T11:30;Benthic;;;80;1;27,9;4,3;
Sylt-2 trawl 1;55,036;8,4688;55,0316;8,4633;9,6;11,5;2012-01-16T11:15;2012-01-16T11:30;Benthic;;;85;1;27,9;4,3;
Sylt-4 trawl 1;55,0008;8,4315;54,9925;8,4365;4,9;7,8;2012-01-16T12:05;2012-01-16T12:20;Pelagic;;;170;1;27,5;4,1;
Sylt-5 trawl 1;54,9987;8,4278;54,9925;8,426;3,9;2,6;2012-01-17T08:50;2012-01-17T09:05;Benthic;;;80;1;28,4;4,3;
Sylt-5 trawl 1;54,9987;8,4278;54,9925;8,426;3,9;2,6;2012-01-17T08:50;2012-01-17T09:05;Benthic;;;90;1;28,4;4,3;
Sylt-5 trawl 1;54,9987;8,4278;54,9925;8,426;3,9;2,6;2012-01-17T08:50;2012-01-17T09:05;Benthic;;;170;1;28,4;4,3;
Sylt-7 trawl 1;54,9408;8,3998;54,9482;8,4163;3,3;3;2012-01-17T09:35;2012-01-17T09:50;Benthic;;;80;1;27,7;3,9;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;6,3;2012-01-17T10:31;2012-01-17T10:46;Benthic;;;70;3;27,7;3,9;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;6,3;2012-01-17T10:31;2012-01-17T10:46;Benthic;;;75;4;27,7;3,9;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;6,3;2012-01-17T10:31;2012-01-17T10:46;Benthic;;;80;4;27,7;3,9;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;6,3;2012-01-17T10:31;2012-01-17T10:46;Benthic;;;90;2;27,7;3,9;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;6,3;2012-01-17T10:31;2012-01-17T10:46;Benthic;;;105;1;27,7;3,9;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;6,3;2012-01-17T10:31;2012-01-17T10:46;Benthic;;;115;1;27,7;3,9;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;6,3;2012-01-17T10:31;2012-01-17T10:46;Benthic;;;125;1;27,7;3,9;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;6,3;2012-01-17T10:31;2012-01-17T10:46;Benthic;;;130;1;27,7;3,9;
Sylt-6 trawl 1;54,9317;8,3948;54,944;8,4145;6,4;8,3;2012-01-17T10:02;2012-01-17T10:17;Pelagic;;;135;1;27,7;3,9;
Sylt-2 trawl 2;55,036;8,4688;55,0316;8,4633;9,6;11;2012-02-22T10:10;2012-02-22T10:25;Benthic;;;90;3;28,1;1,1;
Sylt-2 trawl 2;55,036;8,4688;55,0316;8,4633;9,6;11;2012-02-22T10:10;2012-02-22T10:25;Benthic;;;105;2;28,1;1,1;
Sylt-2 trawl 2;55,036;8,4688;55,0316;8,4633;9,6;11;2012-02-22T10:10;2012-02-22T10:25;Benthic;;;110;3;28,1;1,1;
Sylt-2 trawl 2;55,036;8,4688;55,0316;8,4633;9,6;11;2012-02-22T10:10;2012-02-22T10:25;Benthic;;;130;3;28,1;1,1;
Sylt-2 trawl 2;55,036;8,4688;55,0316;8,4633;9,6;11;2012-02-22T10:10;2012-02-22T10:25;Benthic;;;135;1;28,1;1,1;
Sylt-3 trawl 2;55,0289;8,4608;55,0289;8,4608;3,9;3,5;2012-02-22T08:41;2012-02-22T08:56;Benthic;;;80;1;28,3;1,2;
Sylt-4 trawl 2;54,9865;8,4397;54,9972;8,43;6,2;9,3;2012-02-22T11:17;2012-02-22T11:32;Benthic;;;80;1;28,1;1,5;
Sylt-2 trawl 2;55,0307;8,4644;55,0172;8,4498;8,7;11,6;2012-02-22T10:37;2012-02-22T10:52;Pelagic;;;75;1;28,1;1,1;
Sylt-5 trawl 2;54,9987;8,4278;54,9925;8,426;4,5;3,1;2012-02-23T09:13;2012-02-23T09:28;Benthic;;;80;1;28,6;1,6;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;55;1;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;85;1;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;100;1;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;105;1;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;110;2;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;115;3;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;120;7;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;125;2;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;130;1;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;135;2;28,1;2,4;
Sylt-6 trawl 2;54,9323;8,3952;54,9407;8,4058;5,2;5,3;2012-02-23T10:35;2012-02-23T10:30;Benthic;;;150;2;28,1;2,4;
Sylt-7 trawl 2;54,9408;8,3998;54,9482;8,4163;3,9;2,6;2012-02-23T10:10;2012-02-23T10:25;Benthic;;;70;1;28,1;2,3;
Sylt-7 trawl 2;54,9408;8,3998;54,9482;8,4163;3,9;2,6;2012-02-23T10:10;2012-02-23T10:25;Benthic;;;90;1;28,1;2,3;
Sylt-7 trawl 2;54,9408;8,3998;54,9482;8,4163;3,9;2,6;2012-02-23T10:10;2012-02-23T10:25;Benthic;;;115;1;28,1;2,3;
Sylt-6 trawl 2;54,9317;8,3948;54,944;8,4145;6,8;5,7;2012-02-23T11:00;2012-02-23T11:15;Pelagic;;;60;1;28,1;2,4;
Sylt-4 trawl 3;54,9865;8,4397;54,9972;8,43;10,1;12,1;2012-03-26T14:38;2012-03-26T14:53;Benthic;;;85;1;27,3;7,5;
Sylt-8 trawl 1;55,0653;8,3613;55,0702;8,3428;7,6;9,9;2012-03-26T11:35;2012-03-26T11:50;Benthic;;;90;1;29,6;6,9;
Sylt-6 trawl 3;54,9323;8,3952;54,9407;8,4058;4,1;7,3;2012-03-27T11:19;2012-03-27T11:34;Benthic;;;85;1;27,2;7,7;
Sylt-6 trawl 3;54,9323;8,3952;54,9407;8,4058;4,1;7,3;2012-03-27T11:19;2012-03-27T11:34;Benthic;;;90;2;27,2;7,7;
Sylt-6 trawl 3;54,9323;8,3952;54,9407;8,4058;4,1;7,3;2012-03-27T11:19;2012-03-27T11:34;Benthic;;;95;1;27,2;7,7;
Sylt-6 trawl 3;54,9323;8,3952;54,9407;8,4058;4,1;7,3;2012-03-27T11:19;2012-03-27T11:34;Benthic;;;100;1;27,2;7,7;
Sylt-6 trawl 3;54,9323;8,3952;54,9407;8,4058;4,1;7,3;2012-03-27T11:19;2012-03-27T11:34;Benthic;;;130;1;27,2;7,7;
Sylt-6 trawl 3;54,9323;8,3952;54,9407;8,4058;4,1;7,3;2012-03-27T11:19;2012-03-27T11:34;Benthic;;;140;1;27,2;7,7;
Sylt-6 trawl 3;54,9323;8,3952;54,9407;8,4058;4,1;7,3;2012-03-27T11:19;2012-03-27T11:34;Benthic;;;155;1;27,2;7,7;
Sylt-1 trawl 4;55,0555;8,4384;55,0512;8,4534;12,3;12,2;2012-04-17T09:30;2012-04-17T09:45;Benthic;;;130;1;28,4;7,7;
Sylt-1 trawl 4;55,0555;8,4384;55,0512;8,4534;12,3;12,2;2012-04-17T09:30;2012-04-17T09:45;Benthic;;;160;1;28,4;7,7;
Sylt-6 trawl 4;54,9323;8,3952;54,9407;8,4058;4,5;1;2012-04-18T09:15;2012-04-18T09:30;Benthic;;;135;1;28;7,8;
Sylt-6 trawl 4;54,9323;8,3952;54,9407;8,4058;4,5;1;2012-04-18T09:15;2012-04-18T09:30;Benthic;;;140;1;28;7,8;
Sylt-6 trawl 4;54,9323;8,3952;54,9407;8,4058;4,5;1;2012-04-18T09:15;2012-04-18T09:30;Benthic;;;180;1;28;7,8;
Sylt-7 trawl 5;54,9408;8,3998;54,9482;8,4163;3,4;3,2;2012-05-15T09:59;2012-05-15T10:14;Benthic;;;130;1;29,1;11,4;
Sylt-1 trawl 6;55,0555;8,4384;55,0512;8,4534;14,2;9,2;2012-06-11T09:21;2012-06-11T09:36;Benthic;;;160;1;30,7;13,6;
Sylt-1 trawl 6;55,0555;8,4384;55,0512;8,4534;14,2;9,2;2012-06-11T09:21;2012-06-11T09:36;Benthic;;;190;1;30,7;13,6;
Sylt-6 trawl 6;54,9323;8,3952;54,9407;8,4058;6,4;7,1;2012-06-12T09:15;2012-06-12T09:30;Benthic;;;150;1;30,3;14,6;
Sylt-6 trawl 6;54,9323;8,3952;54,9407;8,4058;6,4;7,1;2012-06-12T09:15;2012-06-12T09:30;Benthic;;;160;1;30,3;14,6;
Sylt-5 trawl 7;54,9987;8,4278;54,9925;8,426;4,3;2;2012-07-16T08:51;2012-07-16T09:06;Benthic;;;165;1;29,8;17,2;
Sylt-6 trawl 7;54,9323;8,3952;54,9407;8,4058;5,2;5,5;2012-07-17T10:44;2012-07-17T10:59;Benthic;;;180;1;29,9;16,8;
